Species,Assembly name,Species_Tree,Taxonomic Lineage
Odobenus_rosmarus,HLodoRos1,Odobenus_rosmarus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Odobenidae; Odobenus
Odocoileus_virginianus,HLodoVir2,Odocoileus_virginianus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus
Odocoileus_virginianus,HLodoVir3,Odocoileus_virginianus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus
Okapia_johnstoni,HLokaJoh2,Okapia_johnstoni,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Okapia
Ondatra_zibethicus,HLondZib1,Ondatra_zibethicus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Ondatra
Onychomys_torridus,HLonyTor1,Onychomys_torridus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys
Orcinus_orca,HLorcOrc2,Orcinus_orca,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Orcinus
Orycteropus_afer_afer,HLoryAfeAfe2,Orycteropus_afer,Mammalia; Theria; Eutheria; Afrotheria; Tubulidentata; Orycteropodidae; Orycteropus; Orycteropus afer
Orycteropus_afer_afer,oryAfe1,Orycteropus_afer,Mammalia; Theria; Eutheria; Afrotheria; Tubulidentata; Orycteropodidae; Orycteropus; Orycteropus afer
Oryctolagus_cuniculus,HLoryCun3,Oryctolagus_cuniculus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus
Oryctolagus_cuniculus,oryCun2,Oryctolagus_cuniculus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus
Otolemur_garnettii,otoGar3,Otolemur_garnettii,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur
Ovis_aries,HLoviAri5,Ovis_aries,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis
Ovis_canadensis,HLoviCan2,Ovis_canadensis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis
Pan_paniscus,panPan3,Pan_paniscus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan
Pan_troglodytes,panTro6,Pan_troglodytes,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan
Panthera_onca,HLpanOnc1,Panthera_onca,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera
Panthera_onca,HLpanOnc2,Panthera_onca,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera
Panthera_pardus,HLpanPar1,Panthera_pardus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera
Panthera_tigris_altaica,panTig1,Panthera_tigris,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera; Panthera tigris
Pantholops_hodgsonii,panHod1,Pantholops_hodgsonii,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Pantholops
Papio_anubis,HLpapAnu5,Papio_anubis,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio
Paradoxurus_hermaphroditus,HLparHer1,Paradoxurus_hermaphroditus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Viverridae; Paradoxurinae; Paradoxurus
Perognathus_longimembris_pacificus,HLperLonPac1,Perognathus_longimembris,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Heteromyidae; Perognathinae; Perognathus; Perognathus longimembris
Peromyscus_maniculatus_bairdii,HLperManBai2,Peromyscus_maniculatus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus; Peromyscus maniculatus
Petromus_typicus,HLpetTyp1,Petromus_typicus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Petromuridae; Petromus
Phocoena_phocoena,HLphoPho1,Phocoena_phocoena,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena
Phocoena_phocoena,HLphoPho2,Phocoena_phocoena,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena
Piliocolobus_tephrosceles,HLpilTep2,Piliocolobus_tephrosceles,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Piliocolobus
Pipistrellus_pipistrellus,HLpipPip1,Pipistrellus_pipistrellus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus
Pipistrellus_pipistrellus,HLpipPip2,Pipistrellus_pipistrellus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus
Pithecia_pithecia,HLpitPit1,Pithecia_pithecia,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia
Platanista_minor,HLplaMin1,Platanista_gangetica,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Platanistidae; Platanista
Plecturocebus_donacophilus,HLpleDon1,Callicebus_donacophilus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus
Pongo_abelii,ponAbe3,Pongo_abelii,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo
Procavia_capensis,HLproCap3,Procavia_capensis,Mammalia; Theria; Eutheria; Afrotheria; Hyracoidea; Procaviidae; Procavia
Procavia_capensis,HLproCap4,Procavia_capensis,Mammalia; Theria; Eutheria; Afrotheria; Hyracoidea; Procaviidae; Procavia
Propithecus_coquereli,HLproCoq2,Propithecus_coquereli,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus
Propithecus_coquereli,proCoq1,Propithecus_coquereli,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus
Psammomys_obesus,HLpsaObe1,Psammomys_obesus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Psammomys
Pteronotus_parnellii,ptePar1,Pteronotus_parnellii,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Mormoopidae; Pteronotus
Pteronura_brasiliensis,HLpteBra1,Pteronura_brasiliensis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Pteronura
Pteronura_brasiliensis,HLpteBra2,Pteronura_brasiliensis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Pteronura
Pteropus_alecto,pteAle1,Pteropus_alecto,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus
Pteropus_vampyrus,HLpteVam2,Pteropus_vampyrus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus
Puma_concolor,HLpumCon1,Puma_concolor,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Puma
Pygathrix_nemaeus,HLpygNem1,Pygathrix_nemaeus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix
Rangifer_tarandus,HLranTar1,Rangifer_tarandus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Rangifer
Rattus_norvegicus,HLratNor7,Rattus_norvegicus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
Rattus_norvegicus,rn6,Rattus_norvegicus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
Rattus_norvegicus,rn7,Rattus_norvegicus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
Rhinolophus_sinicus,HLrhiSin1,Rhinolophus_sinicus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Rhinolophidae; Rhinolophinae; Rhinolophus
Rhinopithecus_bieti,rhiBie1,Rhinopithecus_bieti,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus
Rhinopithecus_roxellana,HLrhiRox2,Rhinopithecus_roxellana,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus
Rousettus_aegyptiacus,HLrouAeg4,Rousettus_aegyptiacus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Rousettus
Saguinus_imperator,HLsagImp1,Saguinus_imperator,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Saguinus
Saiga_tatarica,HLsaiTat1,Saiga_tatarica,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Saiga
Saimiri_boliviensis,HLsaiBol1,Saimiri_boliviensis,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri
Scalopus_aquaticus,HLscaAqu1,Scalopus_aquaticus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scalopus
Semnopithecus_entellus,HLsemEnt1,Semnopithecus_entellus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Semnopithecus
Sigmodon_hispidus,HLsigHis1,Sigmodon_hispidus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Sigmodon
Solenodon_paradoxus,HLsolPar1,Solenodon_paradoxus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Solenodontidae; Solenodon
Sorex_araneus,sorAra2,Sorex_araneus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex
Spermophilus_dauricus,HLspeDau1,Spermophilus_dauricus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Spermophilus
Spilogale_gracilis,HLspiGra1,Spilogale_gracilis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mephitidae; Spilogale
Suricata_suricatta,HLsurSur1,Suricata_suricatta,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Suricata
Suricata_suricatta,HLsurSur2,Suricata_suricatta,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Suricata
Sus_scrofa,susScr11,Sus_scrofa,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus
Tadarida_brasiliensis,HLtadBra1,Tadarida_brasiliensis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Molossidae; Tadarida
Tamandua_tetradactyla,HLtamTet1,Tamandua_tetradactyla,Mammalia; Theria; Eutheria; Xenarthra; Pilosa; Vermilingua; Myrmecophagidae; Tamandua
Tapirus_indicus,HLtapInd1,Tapirus_indicus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus
Tapirus_indicus,HLtapInd2,Tapirus_indicus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus
Tapirus_terrestris,HLtapTer1,Tapirus_terrestris,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus
Tapirus_terrestris,HLtapTer2,Tapirus_terrestris,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus
Thryonomys_swinderianus,HLthrSwi1,Thryonomys_swinderianus,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Thryonomyidae; Thryonomys
Tolypeutes_matacus,HLtolMat1,Tolypeutes_matacus,Mammalia; Theria; Eutheria; Xenarthra; Cingulata; Chlamyphoridae; Tolypeutes
Tonatia_saurophila,HLtonSau1,Tonatia_saurophila,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Phyllostominae; Tonatia
Tragulus_javanicus,HLtraJav1,Tragulus_javanicus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Tragulina; Tragulidae; Tragulus
Trichechus_manatus,HLtriManLat2,Trichechus_manatus,Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Trichechidae; Trichechus
Tupaia_chinensis,tupChi1,Tupaia_chinensis,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia
Tursiops_truncatus,HLturTru3,Tursiops_truncatus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops
Tursiops_truncatus,HLturTru4,Tursiops_truncatus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops
Tursiops_truncatus,HLturTru5,Tursiops_truncatus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops
Uropsilus_gracilis,HLuroGra1,Uropsilus_gracilis,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Uropsilus
Ursus_maritimus,ursMar1,Ursus_maritimus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus
Vicugna_pacos,HLvicPac4,Vicugna_pacos,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna
Vicugna_pacos,vicPac2,Vicugna_pacos,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna
Vulpes_lagopus,HLvulLag1,Vulpes_lagopus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes
Xerus_inauris,HLxerIna1,Xerus_inauris,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Xerini; Xerus
Zalophus_californianus,HLzalCal1,Zalophus_californianus,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Otariidae; Zalophus
Zapus_hudsonius,HLzapHud1,Zapus_hudsonius,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Zapodinae; Zapus
Ziphius_cavirostris,HLzipCav1,Ziphius_cavirostris,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Ziphius
